channel,link,type,content
Mellenbergi.,Fxry6MEulbU,prop_comment,"Sestdien arī bijām aizbraukuši apskatīt jauno Alfu. Nezinu, izstaigājām ātri, nekas baigi tāāds nelikās. Jā, forši, ka ir Zara Home (bet tur varu iet tikai, kad būs māmiņalga :D ). Un atkal sapratu, ka man nepatīk cilvēki, haha! Ātrāk gribējās prom. 
Un runājot par skriešanu virsū.. Vienmēr ievēroju mazos ķiparus un apstājos, lai cilvēciņš var turpināt savu ceļu. BET es nesaprotu kāpēc neviens nekad nepamana mani :D Pat ar bērnu ratiņiem. Tāda sajūta, ka esmu neredzama un vēl jāpalaiž citi."
Mellenbergi.,Fxry6MEulbU,prop_comment,Omg es jūs redzēju Alfa es biju tik priecīga jo vienmēr esmu gribējusi jūs redzēt īstajā dzīvē un arī ieraudziju❤️😱
Mellenbergi.,Fxry6MEulbU,prop_comment,Nav skatijumu 8 like
Mellenbergi.,Fxry6MEulbU,prop_comment,Es jūs redzēju
Mellenbergi.,Fxry6MEulbU,prop_comment,"Matildīte ir tik jauka, mīlīgi izskatās viņai astīte ❤️"
Mellenbergi.,Fxry6MEulbU,prop_comment,"Filmā apakšā ir Čārlzs Mensons ( kā runā hipijs no elles), un reālas ir visas tās meitenes tajā Spāna rančo, LSD lietošana u.t.t Un tikpat reāls ir stāsts par to slepkavību Cielo Drive. Filma veltīta Holivudai, kurā darbojās reāli dzīvojuši cilvēki, situācijas..vien Tarantino parāda kino stāstu. Par to,ka pat šausmīgākās situācijas filmā ir tā pati īstā dzīvē.. nu kaut kā tā man domāt :)"
Mellenbergi.,Fxry6MEulbU,prop_comment,Uzreiz vaig mācīt sūkāt amerkāņu pipeles.
Mellenbergi.,Fxry6MEulbU,prop_comment,"Jūs esat bijuši rīgas tai lielajā veikalā,"
Mellenbergi.,9xdE1uZpj-4,prop_title,KO MĒS ESAM SLĒPUŠI | Baiba un Gustavs
Mellenbergi.,9xdE1uZpj-4,prop_description,"ir tāda lieta kā.. dzīve. un izrādās, ka ne viss vienmēr ir par brīvu :)

paldies, ka esi ar mums.
tiešām.

ieraksti komentāros, vai Tev kādreiz ir bijušas darīšanas ar kredīta ņemšanu? kāda bija Tava pieredze?

kontakti: gustavs.baiba@hotmail.com"
Mellenbergi.,9xdE1uZpj-4,prop_comment,tas man patīk! Realitāte!
Mellenbergi.,9xdE1uZpj-4,prop_comment,Lai Jums veicās mīlīši❤️viss izdosies❤️
Mellenbergi.,9xdE1uZpj-4,prop_comment,Ļoti cerešu ka jums vis izdosies
Mellenbergi.,9xdE1uZpj-4,prop_comment,"Baiba Tu ļoti laba mamma esi, prieks skatīties uz tik gudru un jauku māmiņu. Ne katra var visu kā Tu. Redzēts daudz kas no malas un tu esi ļoti labs iespaids savam bērnam."
Mellenbergi.,9xdE1uZpj-4,prop_comment,400+kom.jūs variet 3 istabu dzivokli dabūt nevis 2;)
Mellenbergi.,9xdE1uZpj-4,prop_comment,It's great seeing you and your family Gus!! I wish I could understand what you are saying.
Mellenbergi.,9xdE1uZpj-4,prop_comment,Lai Jums veicās! : )
Mellenbergi.,9xdE1uZpj-4,prop_comment,"@Baiba un Gustavs.Meklējot google Maraschino-man pirmie izmetās Maraschino liķieris no ķiršiem,ar alkohola saturu 30 – 35%"
Mellenbergi.,9xdE1uZpj-4,prop_comment,"Skatoties uz to,kas notiek ar NĪ cenām patreiz... ieteiktu pagaidīt kādu gadu,pusotru. Tas burbulis drīz atkal plīsīs un tad varēs iegādāt īpašumu par krietni mazākām naudiņām :)"
Mellenbergi.,9xdE1uZpj-4,prop_comment,Mana dāmīte Matildes vecumā dabūja gandrīz identisku asfalta slimību bet kopš  tās reizes ir daudz piesardzīgāka un ja sanāk krist tad galvu ceļ augša. Tā kā būs labi. Ieteiktu mājās turēt smeriti zilumiem- baģaga. Mums ir ar baģaga homeopatiju klāt
Mellenbergi.,rE4pBO81Hr,prop_title,
Mellenbergi.,rE4pBO81Hr,prop_description,"Matilde būs lielā māsa :)) Bet vai Tu būsi kopā ar mums?

Ieraksti komentārā, kurš dzimums Tev likās, ka būs, pirms noskatījies šo video līdz galam?

kontakti: gustavs.baiba@hotmail.com"
Mellenbergi.,rE4pBO81Hr,prop_comment,Man jau pēc Gustava reakcijas līkas ka būs puisītis apsveicu 😍❤️
Mellenbergi.,rE4pBO81Hr,prop_comment,"Pēc Gustava reakcija varēja saprast,ka dēliņš būs jums! 
No sirds sveicu,jūsu ģimenīti! Prieks par jums! 💙"
Mellenbergi.,rE4pBO81Hr,prop_comment,♥ ♥ ♥ Izaudziniet mums basīša čempi :D Apsveicu ♥
Mellenbergi.,rE4pBO81Hr,prop_comment,"Ahh, kāds prieks par jums! 😊 No sirds apsveicu!❤"
Mellenbergi.,rE4pBO81Hr,prop_comment,Vismīļākie sveicieni Jums! 💙💙💙
Mellenbergi.,rE4pBO81Hr,prop_comment,Pilns komplekts! Gustava un Matildes reakcijas vienkārši super!    Ļoti emocionāls video. 😭 Lai jums viss forši 🥳😊
Mellenbergi.,8er3TR6a9sg,prop_title,dzimšanas dienas dāvana
Mellenbergi.,8er3TR6a9sg,prop_description,"hey 🔥 tu šodien labi izskaties! kā būtu ar subscribe?

kontakti: gustavs.baiba@hotmail.com

šodienas vlogā izdzīvosim pēdējās divas 2019. gada vasaras dienas.

ieraksti komentārā savu labāko vasaras notikumu!"
Mellenbergi.,8er3TR6a9sg,prop_comment,Matildei varētu būt vesels meme profils 😄😄😄😄😄😄 tik smieklīgi tie mazie bērni!
Mellenbergi.,8er3TR6a9sg,prop_comment,"Var iet kopā vannā, mammai klepītī, lai ir drošības sajūta. Vēl var tiešām palīdzēt baseins, kur ir grupu nodarbības, būs vairāki bērniņi, kas mudinās peldēties, šļakstities un bērniņam būs prieks. Un tad vēl ir variants maziņš akvaparks, kur ir mazas bērnu strūklakas un slitkalnini, ļoti sekls ūdens. Sākumā ganjau nebūs liela atsaudziba, bet galvenais visu darīt lēnām un saudzīgi."
Mellenbergi.,8er3TR6a9sg,prop_comment,"Bērnam periodiski uznāk un pāriet bailes no ūdens līdz cik tur gadiem. Tad, kad mājās nav iespējams ielikt ne vannā, ne dušā , tad ņemu opā un ejam dušā kopā."
Mellenbergi.,8er3TR6a9sg,prop_comment,"Mūsējo mazo atkal peldvietās nevar dabūt ārā no ūdens, tā arī ir problēma mums..😀 vai šodien  bijāt uz USG? Nākamajā vlogā par to stāstīsiet? Ļoti interesē😉"
Mellenbergi.,8er3TR6a9sg,prop_comment,Varbūt Matildes bailes saistītas ar reinkarnaciju- iepriekšējā dzīvē kaut kas notika 😅
Mellenbergi.,8er3TR6a9sg,prop_comment,Tas punčuks😍
Mellenbergi.,8er3TR6a9sg,prop_comment,"Varētu varbūt kautkā muziku kas ir ik pa brīdim klusāku taisīt?Jo ja klausās uz austiņām,tad kad jūs runājat ir tāds klusāks jāgriež skaļāk,bet tad sākas ta mūzika kas ir uzreiz baigi skaļa"
Mellenbergi.,8er3TR6a9sg,prop_comment,Man ir dzimene 31 augustā
Mellenbergi.,LriHMrs8DE,prop_title,KAS ir manā SOMĀ? | Baiba un Gustavs
Mellenbergi.,LriHMrs8DE,prop_description,"Hey, šodien pilnīgi random video, kas tika uzfilmēts ļoti neplānoti. 
Ieraksti komentārā dīvaināko lietu kuru tu esi atradis/usi savā somā!!!

Paldies ka skatījies!

Sadarbībām: gustavs.baiba@hotmail.com
Instagram: @baiba.karklina @gramsgustava"
Mellenbergi.,LriHMrs8DE,prop_comment,Kāpēc vajag 10.izmēra to atslēgu/uzgriezni?😅
Mellenbergi.,LriHMrs8DE,prop_comment,"Vai tā ir soma ar bezdibeni?😂😂
Atbildot uz jautājumu aprakstā, dīvainākā lieta, ko es esmu atradusi somā, ir netīra, caura zeķe, kuru bija ielicis mazais brālis 😂"
Mellenbergi.,LriHMrs8DE,prop_comment,"Vienreiz sasmējos, ka skolā ņemot grāmatas no somas, tur bija lego kluči un pampers. Mazais brālis bija uzdarbojies. :D"
Mellenbergi.,LriHMrs8DE,prop_comment,"Hmm, jaunas tiesības?
Varbūt uzvārds jau cits?🤣"
Mellenbergi.,LriHMrs8DE,prop_comment,Es nezinu vai tā ir dīvainākā lieta kas ir bijusi manā somā bet kad aizgāju uz skolu🔥🕳 meklēju kautko savā skolassomā  un atradu zeķi🧦 kas nebija tas ko meklēju😅💭
Mellenbergi.,LriHMrs8DE,prop_comment,Laps vidijo sanāca man patīk👍👍👍💖💖💖💖💟💟💟
Mellenbergi.,LriHMrs8DE,prop_comment,"Sveiki! ☀️ Vai vari pateikt,kur šo skaisto,sarkano somiņu var iegādāties? 😍"
Mellenbergi.,LriHMrs8DE,prop_comment,izklausas kad esi apslimusi es ar esmu apslimusi ar iesnam brizvien temperaturu un kakla tabletem jeb ar kaklu
Mellenbergi.,LriHMrs8DE,prop_comment,Hei! Ar kādu telefonu filmeji?
Mellenbergi.,G66eIRAYIPA,prop_title,VASARAS BUCKET-LIST (kopā ar Activia) Baiba un Gustavs
Mellenbergi.,G66eIRAYIPA,prop_description,"❤️ WE ARE STILL HERE. are you here with us?

paldies Activia, par mūsu vasaras atdzīvināšanu.
ikdienas darbos ir tik viegli iestagnēt un neizbaudīt vasaru, kamēr tā vēl ir.

ja šo lasi, ieraksti komentāros savu labāko vasaras notikumu!

kontakti: gustavs.baiba@hotmail.com"
Mellenbergi.,G66eIRAYIPA,prop_comment,"paldies, ka esi."
Mellenbergi.,G66eIRAYIPA,prop_comment,Jūs esat lieliski! <3
Mellenbergi.,G66eIRAYIPA,prop_comment,Jamekle jums dzivoklis ar 3 istabam velak lai berniniem ir katram sava istaba..
Mellenbergi.,G66eIRAYIPA,prop_comment,Es dīvoju cēre bet tagat nē
Mellenbergi.,G66eIRAYIPA,prop_comment,Es arī gatavojot visu pēc sajūtām lieku. Tā tak vieglāk nekā vēl mērīt un svērt kaut ko :D
Mellenbergi.,G66eIRAYIPA,prop_comment,"Opā, Kandavas rajons.👍🏻 Mans miests agrākais. Pārsteidzāt.👍🏻"
Mellenbergi.,G66eIRAYIPA,prop_comment,Es mācos Cēres skolā.
Mellenbergi.,G66eIRAYIPA,prop_comment,lieliski !!!
Mellenbergi.,YZkN3gVMTE,prop_title,ESAM veselas | Baiba un Gustavs
Mellenbergi.,YZkN3gVMTE,prop_description,"Kur mēs esam??? Ko es domāju par veikaliem Dominā? Skaties šodienas video!

Paldies ka esi ar mums!
Instagram: @baiba.karklina @gramsgustava
Sadarbībām: gustavs.baiba@hotmail.com"
Mellenbergi.,YZkN3gVMTE,prop_comment,"Saprotama Tava vēlme pēc homeopātijas,zinot,ka gaidi bebuci!❤️🤘"
Mellenbergi.,YZkN3gVMTE,prop_comment,Matilde ar saulesbrillēm tik smieklīga😁😁
Mellenbergi.,YZkN3gVMTE,prop_comment,Pirmais like un skatijums love you❤💗❤
Mellenbergi.,YZkN3gVMTE,prop_comment,Milu jusu video!❤❤❤💗😘😘😘
Mellenbergi.,YZkN3gVMTE,prop_comment,"Jā, mēs mājās arī ārstējamies netradicionāli, kamēr spējam. ❤️ Tieši tā pat, kā jūs"
Mellenbergi.,YZkN3gVMTE,prop_comment,"Mēs arī lietojam homeopātiju un vairākās reizes ir pierādījies kad tā ir efektīvāka par tradicionālo medicīnu. Un ari mazāk kaitīga. Bet nu ko un kā lietot ir paša izvēle tāpat kā but gaļēdājiem vai veģetāriešiem. Homeopātija ari labāka dzivniekiem.
A un vrb kadreiz dzīvē noder tautas lidzeklis pret augstu temperatūru- mazajam viegli izberzēt paduses lidz ribam, skaustu, ciskas ar udeni kas ir istabas temperatūrā. Dabūjām nost pa vienu grādu zemāk temperatūru."
Mellenbergi.,YZkN3gVMTE,prop_comment,"Pilnīgi visam piekrītu par homeopātiju, viss super, bet man radās jautājums, kura ir tā robeža, kad jūs, ka vairs nekontrolējat situāciju?"
Mellenbergi.,YZkN3gVMTE,prop_comment,man bija vējbakas un ārprāc cik smagi es pārslimoju viñas😖😖
Mellenbergi.,YZkN3gVMTE,prop_comment,"Vējbakas var pārbaudīt,vējbaku antivielu,nododot asinsanalīzes"
Mellenbergi.,YZkN3gVMTE,prop_comment,"Tieši tā..es savai meitiņai piekopju arī dabisko medicīnu,es uzskatu,ja Tu sāksi ārstēt ar dabiskiem nevis ķimiskiem līdzekļiem tad arī viņi strādās,jo mēs jau tik ļoti esam pieraduši pie ķīmijas,ka dabiskais nestrādā tā kā gribētos.. 
Jauku dienu Jums! 🌷"
Mellenbergi.,ALeey3ELzp0,prop_title,10 LIETAS BEZ KURĀM ES NEVARU DZĪVOT | Baiba un Gustavs
Mellenbergi.,ALeey3ELzp0,prop_description,"Gribi uzzināt 10 lietas bez kurām es nevaru dzīvot? 
TAD NOSKATIES VIDEO :)

Paldies ka esi ar mums!

Seko mums arī Instagram: @baiba.karklina @gramsgustava
Sadarbībām: gustavs.baiba@hotmail.com"
Mellenbergi.,ALeey3ELzp0,prop_comment,Kur Tu pērc Benefit skropstu tušu?
Mellenbergi.,ALeey3ELzp0,prop_comment,Tualetes papīru izgudroja Džozefs Keitetijs
Mellenbergi.,ALeey3ELzp0,prop_comment,Interesanti padomāt savas 10 top lietas 🤔🤔🤔
Mellenbergi.,ALeey3ELzp0,prop_comment,"1.kola, 2. Brilles, 3. Telefons, 4. Vīra gatavotā ēdiena, 5. Brāļa kaitināšanas (jā man ir 32 tūliņ un viņam 30), 6. Vannas, 7. Atslēgām,  8. Vietas, kur pagulēt. Viss vairāk nevaru izdomāt 🤔"
Mellenbergi.,ALeey3ELzp0,prop_comment,Ohh ka es saprotu par matiem. Sākumā ari sēju aste dēļ mazā jo patikās viņam pinketies manos matos 😂 pec tam ari nogriezu lidz ar pleciem ilgi nepalidzeja bet es centos 😅
Mellenbergi.,ALeey3ELzp0,prop_comment,"Pēc video tās sākuma bildes izskatijās, ka viena no lietām bez kuras tu nevari dzīvot ir Matilde😍😘❤😂"
Mellenbergi.,ALeey3ELzp0,prop_comment,Labs video❤️❤️ Lai jums ar Baibu labs vakars❤️
Mellenbergi.,ALeey3ELzp0,prop_comment,"Jeee, jauns video"
Mellenbergi.,ALeey3ELzp0,prop_comment,"Vajadzētu uztaisīt video-10 lietas bez kurām Matilde nevar dzīvot!♥️
Jūs esat labākie:)"
Mellenbergi.,x_WHIlnjJ,prop_title,"10 LIETAS, BEZ KURĀM NEVARU DZĪVOT"
Mellenbergi.,x_WHIlnjJ,prop_description,"#GQ #10things
es ceru, ka mani kādreiz paņems uz īsto GQ interviju. bet nekas, ja arī nepaņems. neviens man neaizliedz dalīties ar jums 😂

kas ir Tavas 10 lietas?"
Mellenbergi.,x_WHIlnjJ,prop_comment,"Runa ir tikai par MATERIĀLĀM lietām, draugi mīļie"
Mellenbergi.,x_WHIlnjJ,prop_comment,Lai Baiba arī uzfilmē 2daļu.
Mellenbergi.,x_WHIlnjJ,prop_comment,Nākamā aiziet Baiba 🔥🔥
Mellenbergi.,x_WHIlnjJ,prop_comment,"Eu, Gustav! 

Saprotu ka Baiba un Matildēns nav lietas, bet tiešām gaidīju kad pieminēsi! Jo tu Bro bez viņām nevari! Noņem tev kedas un pārējo - tu izvilksi, bet bez savām meitenēm - Nea! 😍 

Es iefilmēšu šādu video un atbildēšu tev, bez kā nevaru es! 😉"
Mellenbergi.,x_WHIlnjJ,prop_comment,"es nezināju, ka Tev ir T1D, arī es ar to sadzīvoju un dzīvot tas neaizliedz"
Mellenbergi.,x_WHIlnjJ,prop_comment,Ar nepacietību gaidu video!
Mellenbergi.,x_WHIlnjJ,prop_comment,"Hey, man arī ir T1D. Ja kādreiz izdomā/jat taisīt video saistībā ar to, būtu ļoti interesanti! Jums ir super video!!"
Mellenbergi.,9aGZF4roavE,prop_title,PĀRĀK DAUDZ KALORIJAS PRIEKŠ VIENA VIDEO
Mellenbergi.,9aGZF4roavE,prop_description,"✌️
šodienas vlogam safilmējām tikai mūsu barošanās procesu. kā ir tā ir. būsim labāki, bet mēs zinam, ka šitas arī tīri citiem iet pie sirds :)

PALDIES, KA ESI AR MUMS ❤️

kontakti: gustavs.baiba@hotmail.com"
Mellenbergi.,9aGZF4roavE,prop_comment,"Nevēlos šo kā “heitu”, bet jūsu kanāls “sāk iet uz leju”. Ja agrāk ar nepacietību gaidīju jūsu video, tad tagad tie kļūst arvien neinteresantāki, un par to ka izlaižat dienas, jau ir skaidrs. Vismaz ig pateikt, šodien video nebūs, negaidiet. 😕 ja esat noguruši labāk ieteiktu paņemt “pauzi”, un atgriezties yt ar kvalitatīvu saturu, nevis filmēt kaut ko, jo tā vajag. Baiba vairākas reizes ir minējusi, ka filmē tikai tāpēc, ka vajag kaut ko uzfilmēt. Tas nav pareizi, vairs neredzu jūsos to, ko agrāk redzēju - entuziasmu, velmi radīt saturu, idejas un motivāciju kanāla attīstībā. 
Pārāk maz komunikācijas ar sekotājiem, vismaz kā jau minēju, paziņot par video, ka tas atkal netiks publicēts. 
Vienkārši sen jau novēroju šo un beidzot izlēmu, ka vajag to uzrakstīt, nevis turēt sevī, jo varbūt jūs ieklausīsieties un pēc laika jūsu sekotāji atkal ieraudzīs vecos labos Gustavu un Baibu. 
P.s Matildes paškadros novērojamāka lielāka degsme filmēt, nekā jūsos. 😀"
Mellenbergi.,9aGZF4roavE,prop_comment,"Klau, es tos Dadu savā ciema bodēs neredzu.🍦😭 Jābrauc pie jums viesos....😁 😂"
Mellenbergi.,9aGZF4roavE,prop_comment,"Es arī Baibai piekritīšu ka spēlē agresīvi😅, tieši tad arī skatījos, kā Gustavs spēlēja."
