channel,link,type,content
Evelina Parkere,44vbTGmfNE4,prop_comment,"Tas rimi reklāmas joks.🤣🤣🤣tāds
Evelīna:cik jums te ir produktu.
Direktors:vairāk nekā tev integramā sekotāju.
Tā parsmējos🤣
P.S.ļooooti patīk kā tu tēlo.
Ceru ka kautkad nākotnē vēl būsi kādā seriālā,filmā,reklāmā.👍👍👍🙂🙂🙂"
Evelina Parkere,44vbTGmfNE4,prop_comment,Mm tā SIGITA ir manas mammas draudzene es viņu pazīstu(tā meitene kas tev taisīja make up)!!😅😅😅
Evelina Parkere,44vbTGmfNE4,prop_comment,Evelīna tagad var redzēt ka tu nebučijies pirmo reizi bet kādu 101 reizi
Evelina Parkere,44vbTGmfNE4,prop_comment,Kad būs nākamais vidjo lūdzu ātrak pleas🤐👍
Evelina Parkere,44vbTGmfNE4,prop_comment,"Vai tev vecāki ir laimīgi ka tu esi aktrise un kad tu piedalies "" Viss pa jaunam""????"
Evelina Parkere,44vbTGmfNE4,prop_comment,Skatos to seriālu.Man ļoti patīk kad es tevi redzu  seriāla laikā. Tevi seriālā sauc Alise mani dzīvē sauc Alise.
Evelina Parkere,44vbTGmfNE4,prop_comment,Kur tava draudzene Aņka play nebūs kādā epizodē?
Evelina Parkere,g3NrFH0WEY8,prop_title,"ZIEMAS VLOGS: AUTOSKOLA, MEGA HAUL, DIY u.c. l EVELĪNA PĀRKERE"
Evelina Parkere,g3NrFH0WEY8,prop_description,"PRIECĪGUS ZIEMASSVĒTKUS VISIEM!

Autoskola Presto, kurā es mācos- https://presto.lv

Chash back mājaslapa- 


Mans instagrams- 
Sadarbības piedāvājumiem un reklāmām- evelinayoutube@inbox.lv"
Evelina Parkere,g3NrFH0WEY8,prop_comment,"Nokrati sniegu no kajām kad kāp mašīnā, it sevišķi ja vel svešā."
Evelina Parkere,g3NrFH0WEY8,prop_comment,"Loģika. Priecāties par it kā atgūtiem 13 eur,  lai gan tajā pašā laikā pagaidot atlaides ietaupītu vismaz 100 eur😀😀"
Evelina Parkere,g3NrFH0WEY8,prop_comment,"Iepriekseja video teici : ""Man nav naudas ,ko sev nopirkt visus ienakumus es iztereju taisot prieks youtube"" (Liek video labi ,ja 1x menesi)
Nakamais video: ""Manas lupatas 400 euro vertiba"". lol ko?... Evelina kartejo reizi iet pretrunas . 
Pedeja video stasta cik gruti vinai iet ,vot nemaksa vinai pietakami par sponsoresanu ,nevar sev neko nopirkt utt... Bet seit jau flekso parcenotas lupatas, taja pasa bridi noraida sponsoret akciju ,lai cilveki parbaudas vai ir kruts vezis ,(kura ir apmaksata akcija no valsts budzeta nevis komercials pasakums) jo tak Evelina neko nesanem preti."
Evelina Parkere,g3NrFH0WEY8,prop_comment,"Tas moments, kad kāpjot mašīnā nenoklapē zābakus no sniega , Bruhh 😀😀"
Evelina Parkere,g3NrFH0WEY8,prop_comment,"Es dabūju mazu sirdstrieku katru reizi dzirdot cik maksāja tās drēbes... neatceros pēdējo reizi kad uz apģērba gabalu iztērēju vairāk kā 1,50€"
Evelina Parkere,g3NrFH0WEY8,prop_comment,"Ar ko tu nodarbojies, ka tev tik daudz naudas?"
Evelina Parkere,g3NrFH0WEY8,prop_comment,hmm. patika paklausīties par drēbēm. varbūt vari iztaisīt video ar modes tendencēm 2019 gadam? itka jau interneta viss ir bet būtu interesanti
Evelina Parkere,P918CiXh5S,prop_title,ZIEMASSVĒTKU MUKBANG (visa patiesība par sadarbībām) l EVELĪNA PĀRKERE
Evelina Parkere,P918CiXh5S,prop_description,"Paldies visām meitenēm par piedalīšanos!

Lotas video-
Santas video-
Angelinas video-


WOLT mājaslapa- 

Lotas instagrams-
Santas instagrams-
Angelinas instagrams-

Mans instagrams- 
Sadarbības piedāvājumiem un reklāmām- evelinayoutube@inbox.lv"
Evelina Parkere,P918CiXh5S,prop_log,TimeoutException on comments
Evelina Parkere,Dx-frV4UpwM,prop_title,VISA PATIESĪBA PAR ULDONSTV 2. DAĻA l EVELĪNA PĀRKERE
Evelina Parkere,Dx-frV4UpwM,prop_description,"2. Daļa un visa patiesība par UldonaTv ir atklāta.

Būšu pateicīga, ja būsiet jauki pret manu darbu, ņemot vēra, ka šī ir mana pirmā ""dokumentālā filma"" :)


Īpašs paldies Uldim- 
Un Elizabetei- 

Mans instagrams- 
Sadarbības piedāvājumiem un reklāmām- evelinayoutube@inbox.lv"
Evelina Parkere,Dx-frV4UpwM,prop_log,TimeoutException on comments
Evelina Parkere,RFjH89HOi8,prop_title,VISA PATIESĪBA PAR ULDONSTV 1. DAĻA l EVELĪNA PĀRKERE
Evelina Parkere,RFjH89HOi8,prop_description,"Šis bija ievads, gribeju izanalizēt viņa kanālu un varbūt iedot nelielu viņa kanāla ieskatu tiem, kas nezin, kas ir Uldons un, kadus video viņš filmē.

Būšu pateicīga, ja būsiet jauki pret manu darbu, ņemot vēra, ka šī ir mana pirmā ""dokumentālā filma"" :)

Īpašs paldies viesiem youtuberiem , kas padalījās ar savu viedokli šajā video: Lota Ulmane, Santa Buša, FunFaceTv un LvJarāns.

Mans instagrams- 
Sadarbības piedāvājumiem un reklāmām- evelinayoutube@inbox.lv"
Evelina Parkere,RFjH89HOi8,prop_log,TimeoutException on comments
Evelina Parkere,dD4HVfrSn,prop_title,
Evelina Parkere,dD4HVfrSn,prop_description,"Noskatoties Shane sērijas par Jake Paul es nespēju domāt ne par ko citu, kā tikai Uldons TV kanālu- viņa tēlu, personību un skandāliem.

Jūs kopumā sagaida 2 sērijas, kas tiks palaistas nākamās nedēļas laikā. Jāsaka, ka pati vēl joprojām esmu nelielā šokā par to, ko sēriju laikā uzzināju un secināju. 

Būšu pateicīga, ja būsiet jauki pret manu darbu, ņemot vēra, ka šī ir mana pirmā ""dokumentālā filma"" :)


Mans instagrams- 
Sadarbības piedāvājumiem un reklāmām- evelinayoutube@inbox.lv"
Evelina Parkere,dD4HVfrSn,prop_log,TimeoutException on comments
Evelina Parkere,4fKPG9fjJ3k,prop_title,"10 ČAĻI, 10 JAUTĀJUMI PAR ATTIECĪBĀM UN MEITENĒM l EVELĪNA PĀRKERE"
Evelina Parkere,4fKPG9fjJ3k,prop_description,"100 atbildes ( īstenībā 110) par godu Latvijas Simtgadei!!!
Mani secinājumi: Ir lietas kurām es piekrītu, ir lietas kurām nē. Bet kopumā es vēl joprojām neko nesaprotu no čaļiem.

Paldies visiem 10 varoņiem par atbildēm.
Puišu instagram profili.

1. Dennis Tumakovs- 
2. Ritvars Stankēvičs- 
3. Kaspars Ozoliņš- 
4. Norberts Zaharevičs- 
5. Toms Veits- 
6. Niklāvs Mičulis- 
7. Gundars Smuidris- 
8. Arvis Belovs- 
9. Edgars Bāliņš- 
10. Niks Borītis- 

Paldies Deep White par iespēju filmēt jūsu telpās.

Mans instagrams- 
Sadarbības piedāvājumiem un reklāmām- evelinayoutube@inbox.lv

Tehnika:

Parasto video kamera- Canon 700d
Vlogu kamera- Canon G7X Mark ll

Atbildes uz jautājumiem!

Cik man gadu? - 18
Kur es mācos? - LKA un RTU"
Evelina Parkere,4fKPG9fjJ3k,prop_comment,Es vēl joprojām NEKO nesaprotu no čaļiem :D
Evelina Parkere,4fKPG9fjJ3k,prop_comment,uz taisi tadu pasu video tikai meitenem jauta par zeniem
Evelina Parkere,4fKPG9fjJ3k,prop_comment,eu bet sitais labais nu
Evelina Parkere,4fKPG9fjJ3k,prop_comment,"Kā teiktu Felipe Gabriel: ""Man besī, ka latvieši miksē latviešu valodu ar angļu valodu"""
Evelina Parkere,4fKPG9fjJ3k,prop_comment,"Es esmu parasts cilvēks. Es redzu niklāvu, es uzspiežu"
Evelina Parkere,4fKPG9fjJ3k,prop_comment,"Evelīn, šis video bija tā vērts, lai es to skatītos 32 minūtes! Cepuri nost!"
Evelina Parkere,4fKPG9fjJ3k,prop_comment,quality content alert
Evelina Parkere,4fKPG9fjJ3k,prop_comment,Niklāvs and Evelīna AND FunFaceTv in the same video? This is the best video ever
Evelina Parkere,zmTGlsNexS8,prop_title,"NEDĒĻAS VLOGS: UNILIFE, FOTOSESIJA u.c. l EVELĪNA PĀRKERE"
Evelina Parkere,zmTGlsNexS8,prop_description,"Mans instagrams- https://www.instagram.com/movieevelina/
Sadarbības piedāvājumiem un reklāmām- evelinayoutube@inbox.lv

Tehnika:

Parasto video kamera- Canon 700d
Vlogu kamera- Canon G7X Mark ll

Atbildes uz jautājumiem!

Cik man gadu? - 18
Kur es mācos? - LKA un RTU"
Evelina Parkere,zmTGlsNexS8,prop_comment,"Intereses pēc šodien palasīju komentārus.
Jūs cilvēki tiešām esat tik nelaimīgi, ka viss, ko jūs varat man uzrakstīt ir tas, ka man uzacis pa tumšu un nelīdzeni nagi?
Varbūt uzrakstiet ""paldies Evelīna, ka filmēji šo video visu nedēļu un montēji šo video 12 STUNDAS""
Jauku dienu.
XoXo."
Evelina Parkere,zmTGlsNexS8,prop_comment,"Man nav ne 13,ne 23...Ik pa brīdim iečekoju šos video un komentārus principā nerakstu, bet.... AR STEIGU MAINI MANIKĪRA SPECIĀLISTI. Reklāma vai par naudu šis pakalpojums tiek sniegts, bet tas bojā tik jaukas meitenes koptēlu. 🙄"
Evelina Parkere,zmTGlsNexS8,prop_comment,"Hey, paldies par tik garu video, bija baigi forši ! Waiting for more ✔👌🏼 Lai izdodas."
Evelina Parkere,zmTGlsNexS8,prop_comment,Lūdzu uztaisi storytime par to reizi kad tevi visa klase ienīda.
Evelina Parkere,zmTGlsNexS8,prop_comment,"Tu esi malacis, ka tu velti laiku un filmē šos video!!!"
Evelina Parkere,zmTGlsNexS8,prop_comment,#bulciņas 💕
Evelina Parkere,zmTGlsNexS8,prop_comment,Mans mīļākais video no visiem taviem video. Gribētu vēl tādu video. Skatos jau kādu 7 reizi 👌🏻❤️
Evelina Parkere,zmTGlsNexS8,prop_comment,"Paldies,ka filmēji šo video un montēji 12stundas!"
Evelina Parkere,zmTGlsNexS8,prop_comment,viņa uzacis taisa tādas kādas viņai patīk ✌🏽
Evelina Parkere,zmTGlsNexS8,prop_comment,"Kas jums ir, viņai piestāv šis uzacis!"
Evelina Parkere,9TorgWrLsLU,prop_title,
Evelina Parkere,9TorgWrLsLU,prop_description,"Mans instagrams- https://www.instagram.com/movieevelina/
Sadarbības piedāvājumiem un reklāmām- evelinayoutube@inbox.lv

Lotas kanals-
Lotas instagrams- "
Evelina Parkere,9TorgWrLsLU,prop_comment,"Iedzerat, kad viņas pasaka ''tā kā''. būsiet komā :D"
Evelina Parkere,9TorgWrLsLU,prop_comment,"Man liekas, ka viesmīlim ir jāmaksā par manu ēdienu"
Evelina Parkere,9TorgWrLsLU,prop_comment,"pirmo reizi redzu jūs tik ""real"". šis ir tas, kas piesaista cilvēkos :)"
Evelina Parkere,9TorgWrLsLU,prop_comment,Nice video. Vairāk šādus :)
Evelina Parkere,9TorgWrLsLU,prop_comment,Akdievs tik žēl ka šis video beidzās!😂😍
Evelina Parkere,9TorgWrLsLU,prop_comment,beidzot jauns video❤️
Evelina Parkere,9TorgWrLsLU,prop_comment,"Evelīn, tu teici, ka tev besī tas, ka tev cilvēki nenāk klāt un nerunājas, bet tai vietā domā, ka tu esi ļauna. Bet atceries toreiz,kad filmēji to video, kurā teici, ka tev jau apnicis, ka visi nāk klāt un ja redz tevi, tad lai tikai pamāj utt. Varbūt tāpēc cilvēkiem radies tāds iespaids un nezin vai nākt klāt."
Evelina Parkere,9TorgWrLsLU,prop_comment,"Es esmu vienīgā, kas piekrīt visam,  ko viņas abas teica?"
Evelina Parkere,KbZB8OXxk,prop_title,LEGALIZĀCIJAS SVĒTKI - mana 18. dzimšanas diena l EVELĪNA PARKERE
Evelina Parkere,KbZB8OXxk,prop_description,"Dzimšans dienu es svinēju klubā De Flou (Aristida Briāna iela 9a-2)
De flou- https://www.facebook.com/deflouRiga/?...

Par uzreiz izprintētām polaroid bildēm no dzimšanas dienas saku lielu paldies  Fotostop.lv    

Fotostop no citiem momentfoto būdiņām atšķiras ar stilīgu retro, dizainu un lielām, kvalitatīvām bildēm un tas ir vienkāršs lietošanā. Mūsu pakalpojumu klāstā klāt ir nācis: gif jeb boomerang fotostends  un fotogrāfa pakalpojumi ar momentālu izdruku pasākuma laikā, piedāvajam arī greenscreen risinājumus ar momentālu izdruku. Fotostop brauc ne tikai uz dzimšanas dienām, bet to var izīrēt arī savai ziemassvētku ballītei, kāzām, darba pasākumam, izlaidumiem, salidojumiem, sporta spēlēm, produktu prezentācijām - jebkurā laikā un vietā. Tā kā foto iespējams personalizēti noformēt pēc pasākuma tā kalpos arī kā skaista kartiņa atmiņai.

Paldies ar ballītes pērlei Trench Mafia Locco. 
Atbalstam latviešu reperus-

Un protons par pašu video saku milzīgu paldies Arvim Belovam.
Viņam ir arī savs youtube kanāls- 

Par manu make up parūpējās- 

Mans instagrams- 
Sadarbības piedāvājumiem un reklāmām- evelinayoutube@inbox.lv"
Evelina Parkere,KbZB8OXxk,prop_comment,"Iečeko aprakstu, tur ir rakstīts viss par visu ;)"
Evelina Parkere,KbZB8OXxk,prop_comment,"paliek 18 ""šis ir mans visu laiku mīļākais klubs"" how does that work?"
Evelina Parkere,KbZB8OXxk,prop_comment,Un Šis video patiesībā ir kluba reklāma.. :D
Evelina Parkere,KbZB8OXxk,prop_comment,"uzvedas kā superstaar,bet patiesībaa nieka 18 😂"
Evelina Parkere,KbZB8OXxk,prop_comment,Skaidri redzams ka Evelīna šo video nemontēja
Evelina Parkere,KbZB8OXxk,prop_comment,o hello
Evelina Parkere,KbZB8OXxk,prop_comment,Palubom nolaida ar kaadu ;D
Evelina Parkere,KbZB8OXxk,prop_comment,"Jesus , atceros tev nesen bija 14.."
Evelina Parkere,KbZB8OXxk,prop_comment,"Tagad varēsi cīgas ar šņabi pirkt
😂"
Evelina Parkere,KbZB8OXxk,prop_comment,Tā montāža ❤️❤️ malacis Arvi 💕
Evelina Parkere,7nDq0aFWnk,prop_title,"KAS JAUNS MANĀ DZĪVĒ? Mans dzīvoklis, darbs, mašīna? l EVELĪNA PĀRKERE"
Evelina Parkere,7nDq0aFWnk,prop_description,"Laidiet domas gaisā, ticiet, dariet un jums viss izdosies.

XoXo, Evelīna!

Autoskola, kurā es eju - 

Amigo junioriem kanāls-

Mans instagrams- 
Sadarbības piedāvājumiem un reklāmām- evelinayoutube@inbox.lv"
Evelina Parkere,7nDq0aFWnk,prop_comment,House tour?😏
Evelina Parkere,7nDq0aFWnk,prop_comment,"Alternatīvas vārdam ""attiecīgi""
-Respektīvi
-Īsāk sakot
-Tādējādi
-Tā nu
-Tātad"
Evelina Parkere,7nDq0aFWnk,prop_comment,Es ļoti ļoti ļoti gribētu tavus dienas vlogus viņi ir amazing 😍😍😍😍😍😍❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
Evelina Parkere,7nDq0aFWnk,prop_comment,"Kad es liku tiesības es sasitu kādas 5 mašīnas, un kad man bija galvenais CSDD eksāmens es izsēdināju eksāmena pieņēmēju un tagad man ir jauns Audi, tikai nav to tiesību"
Evelina Parkere,7nDq0aFWnk,prop_comment,Tas ir neticami cik daudz tu esi paveikusi savā vecumā
Evelina Parkere,7nDq0aFWnk,prop_comment,Kur tu dabū naudu tam visam?
Evelina Parkere,7nDq0aFWnk,prop_comment,Nu baigo ūdeni nolēji priekš sīkajiem subscriberiem.
Evelina Parkere,7nDq0aFWnk,prop_comment,Čau vai bus room toor
Evelina Parkere,7nDq0aFWnk,prop_comment,"#Earlysquad beidzot.Evelīn lūdzu liec vairāk video😍Ceru ka redzēsi šo!😂
Omg Paldies par like❤️❤️❤️"
Evelina Parkere,6mq9ynsieaU,prop_title,KĀ ES PABEIDZU SKOLU 17 GADOS- viss ap un par tālmācību l EVELĪNA PĀRKERE
Evelina Parkere,6mq9ynsieaU,prop_description,"Ļoti atvainos par video kvalitāti, centos pārlādēt video 3 rezes, tas ir augstākais, ko varēju izvilkt. Kopumā jums nav tik svarīgi skatīties, cik klausīties. Creams, ka es palīdzēju kādam, kas kaut reizi dzīvē bija aizdomājies par tālmācību.

*Nav sponsorēts*, bet skola, kurā mācījos- 
Tiešām no sirds iesaku.

Mans instagrams- 
Sadarbības piedāvājumiem un reklāmām- evelinayoutube@inbox.lv"
Evelina Parkere,6mq9ynsieaU,prop_comment,"Esmu mamma, tāpēc izglītības jautājumu pakomentēšu no vecāku skatpunkta. Jau bērnudārzā saskāros ar attieksmi, ka tie bērni, kas neiekļaujas izglītības ministrijas noteiktajā rāmī un standartos, tiek pastumti malā kā neatbilstoši un nederīgi. Un te nav runa par bērnu ar speciālām vajadzībām, bet, piemēram, bērnu, kuram nepadodas sports, vai rokdarbi, vai nav muzikālā dzirdes. Man šķiet pilnīgi aplami, ka tādos priekšmetos, kas varētu būt hobiji, tiek liktas atzīmes. Vai tad daudz svarīgāk nebūtu pasniegt sportu tā, lai radītu bērnam prieku par kustību, neatkarīgi no tā, cik viņš ir spēcīgs vai veikls? Vai tad mūzikas stundās nevajadzētu radīt prieku par skaņu pasauli, neatkarīgi no tā, cik bērns ir muzikāls? Vai tad mājturības stundā nevajadzētu veicināt radīšanas prieku, neatkarīgi no tā, vai bērns spēj izšūt un adīt zeķes? Man šķiet absurdi, cik lielu nepatiku pret mācībām spēj radīt šī brīža izglītības sistēma. Ceru, ka reiz notiks pārmaiņas, un bērniem nevajadzēs mainīt skolu tikai tāpēc, ka viņi tiek pazemoti un atstumti."
Evelina Parkere,6mq9ynsieaU,prop_comment,tie 3 dislaiki ir drošvien klases biedri no bijušās lauku skolas 😂
Evelina Parkere,6mq9ynsieaU,prop_comment,"Katru reizi viņa pasaka ""attiecīgi"" iedzer šotiņu"
Evelina Parkere,6mq9ynsieaU,prop_comment,Mums skolā katru matemātikas stundu ir jauna tēma. Un skolotājai ir pilnīgi vienalga vai tu to apgūsti vai nē!
Evelina Parkere,6mq9ynsieaU,prop_comment,"Vēl trakāk ir, ja tu aizej uz augstskolu un tur ir zemāks līmenis nekā skolā, kur ieguvi vidējo izglītību. 😅 #storyofmylife"
Evelina Parkere,6mq9ynsieaU,prop_comment,"Noskatījos pilnīgi visu video, philnīgi nepamanīju ka tas ietu 30 minūtes. Tiešām tas ļoti ieinteresēja. Būtu interesanti ja tu varētu izveidot tādu rubliku savā kanālā par tālmācību, jo tiešām ir interesanti.."
Evelina Parkere,6mq9ynsieaU,prop_comment,"Kā students NEIESAKU tālmācību, ja nu vienīgi tiešām neesi sportists vai kko citu jau strādā kā Evelīna. Apgūtais līmenis būs krietni zemāks, slikti eksāmena rezultāti un mazākas iespējas tikt studēt budžetā vai kādā labā universitātes programmā. Lai visiem skolniekiem būtu skaidrs - universitātē studēt varēsiet jebkurā gadījumā pie jebkurām sekmēm, jo Latvijā pietiek visādas apšaubāma līmeņa universitātes, kur par maksu var iegūt izglītību."
Evelina Parkere,6mq9ynsieaU,prop_comment,"Tālmācība šajā skolā maksā 266€ par semestri.
Iesaku šo skolu, jo attieksme no mācību spēka puses ir fantastiska! 
Jā, var gadīties, ka klasē būs 30-gadnieki un pat vēl vecāki cilvēki, kuri dažādu apstākļu dēļ nav varējuši pabeigt mācības. Vēl vairāk, tas liek saprast, ka mācīties vajag visu mūžu un šeit lieliski noder mācības tālmācībā. Liels pluss tālmācībai - vari plānot savu mācību laiku, saņemt atbalstu no skolas, bez problēmām doties uz ģimenes atpūtu ārpus Latvijas semestra vidū, Tev tikai ir nepieciešams internets un mācību materiāli. Kā lielākais izaicinājums būs tiešām pieiet pie tām mācību grāmatām 😀 Nav viegli tālmācībā, bet ir ļoti daudz ieguvumu."
Evelina Parkere,6mq9ynsieaU,prop_comment,"Un ja nav noslēpums, tad kādi bija tavi eksāmenu % ?"
Evelina Parkere,6mq9ynsieaU,prop_comment,vairāk šādus video :)
Evelina Parkere,9z1lwZgAXKk,prop_title,APSPRIEŽAM LATVIEŠU SLAVENĪBU POZITIVUS OUTFITUS W/ ROJS RODŽERS l EVELĪNA PĀRKERE
Evelina Parkere,9z1lwZgAXKk,prop_description,"Roja kanāls -https://www.youtube.com/user/rodzheers
Roja instagrams- https://www.instagram.com/boitoiroi/
 Starpcitu Rojs pin arī bizītes :D

Mans instagrams- 
Sadarbības piedāvājumiem un reklāmām- evelinayoutube@inbox.lv"
Evelina Parkere,9z1lwZgAXKk,prop_comment,"""Evelīn ,man ir 14 es vienmēr esmu gribējusi iziet plika ārā no mājas, paldies,ka iedvesmo mani😂💕"""
Evelina Parkere,9z1lwZgAXKk,prop_comment,rojs man atgādina jeffree star lmao
Evelina Parkere,9z1lwZgAXKk,prop_comment,Kur ir palikusi tava draudzene Linda?
Evelina Parkere,9z1lwZgAXKk,prop_comment,Skaidrs ir tas ka visiem pietrūkst roja somiņa.( no alixpres
Evelina Parkere,9z1lwZgAXKk,prop_comment,Pārsmējos. Nice video. 👍😂
Evelina Parkere,9z1lwZgAXKk,prop_comment,"es nesaprotu, mums tik nabadzīga latvieša valoda, lai skaidri izteiktos pilnos teikumos?:D:D:D"
Evelina Parkere,9z1lwZgAXKk,prop_comment,Varēji to sarkano punktu no sevis noņemt.
Evelina Parkere,9z1lwZgAXKk,prop_comment,so much TEA ☕️
Evelina Parkere,875TlDiQnE,prop_title,
Evelina Parkere,875TlDiQnE,prop_description,"Mans instagrams- https://www.instagram.com/movieevelina/
Sadarbības piedāvājumiem un reklāmām- evelinayoutube@inbox.lv"
Evelina Parkere,875TlDiQnE,prop_comment,vecākiem ir ar ko lepoties
Evelina Parkere,875TlDiQnE,prop_comment,Sporta stundas nesportoju un es esmu resns
Evelina Parkere,875TlDiQnE,prop_comment,"""viņš mani nepasauca, idiots"" 😂💕"
Evelina Parkere,875TlDiQnE,prop_comment,Tas čalis ar to kaut ko uz galvas ir dīvains..
Evelina Parkere,875TlDiQnE,prop_comment,"Jebal Roys . , pa traku jau."
Evelina Parkere,875TlDiQnE,prop_comment,rip headphone users x.x
Evelina Parkere,875TlDiQnE,prop_comment,faaaaaak...N word no evelīnas es negaidīju
Evelina Parkere,875TlDiQnE,prop_comment,Visi komentāros raksta tā it kā būtu perfekti un nedzeru un pašiem nebūtu kaut vai viens stulbs draugs 🤣
Evelina Parkere,875TlDiQnE,prop_comment,"Evelīn,manuprāt lai visi heiteri būti apmierināti tev jākļūst par mūķeni😂"
Evelina Parkere,875TlDiQnE,prop_comment,Eveliin kad būs video kur tu pastāstīsi par tālmācību man tas video noderētu. Gaiduu ar nepacietību!
Evelina Parkere,875TlDiQnE,prop_comment,Nebij episks...
Evelina Parkere,fuek1tKF2J0,prop_title,VLOGS: BRAUCIENS UZ FIFA WORLD CUP AR COCA COLA l EVELINA PARKERE
Evelina Parkere,fuek1tKF2J0,prop_description,"Mans instagrams- https://www.instagram.com/movieevelina/
Sadarbības piedāvājumiem un reklāmām- evelinayoutube@inbox.lv"
Evelina Parkere,fuek1tKF2J0,prop_comment,Kad uz pasaules kausu uzaicina cilvēkus kuriem ir vismazāka interese par futbolu
Evelina Parkere,fuek1tKF2J0,prop_comment,"Good job, CoCa Cola Latvia. Aizsūtat uz pasaules čempionātu personu, kura a) nezina pat par ko balsot, jo nezina komandas un to panākumus b) neatšķir pusfinālu no cīņas par trešo vietu. c) traucē citiem apmeklētājiem skatīties spēli, ar tizliem izsaucieniem un bārbiju izgājieniem. d) Nafig sūtīt skuķi uz futbolu, kura PATI PASAKA,KA FUTBOLS NESAISTA 3X!!!! Būtu labāk uzaicinājuši puišus/vīriešus, kas kaut ko no tā sajēdz, kā Cilvēks ar Kameru vai Funface tv,nevis mazgadīgu, patizlu balto meitenīti, kura spiedz, uzvedas kā değenerāte un bāž kolu visur, kas ož pēc sliktas reklāmas."
Evelina Parkere,fuek1tKF2J0,prop_comment,Tas nebija pusfināls tā bija spēle par trešo vieto
Evelina Parkere,fuek1tKF2J0,prop_comment,Blaaa😂😂😂😂 Tā bals tik iedomīga un pārspīlēta😅
Evelina Parkere,fuek1tKF2J0,prop_comment,Ko tu no sevis tēlo?
Evelina Parkere,fuek1tKF2J0,prop_comment,GOAL!
Evelina Parkere,fuek1tKF2J0,prop_comment,Tev plaukstas tik ļoti oranžas.
Evelina Parkere,fuek1tKF2J0,prop_comment,Es būtu laimīgākais cilvēks pasaulē ja es būtu aizbraucis uz world cup spēli
Evelina Parkere,fuek1tKF2J0,prop_comment,Mans sapnis BIJA tur aizbraukt😭😭😭💕💕💕
Evelina Parkere,fuek1tKF2J0,prop_comment,Pusfinālā nespēlēja Beļģija v Anglija
Evelina Parkere,fuek1tKF2J0,prop_comment,Tu vsp interisējies par futbolu?? Jo citi reali iegulda savu dzīvi futbola un tad ir reali cilveki kuri brauc brauciena pēc!!!
Evelina Parkere,fuek1tKF2J0,prop_comment,Tas nebij pusfinals tu lašara!!!!!!!
Evelina Parkere,fuek1tKF2J0,prop_comment,Markusam bija Gucci cepure?
Evelina Parkere,fuek1tKF2J0,prop_comment,Kp nav positivuss video??
Evelina Parkere,ZOTfWnpyBK,prop_title,VASARAS VLOGS #2: YOUTUBERU BRAUCIENS UZ JŪRU UN SPONTĀNS CEĻOJUMS UZ LIETUVU l EVELĪNA PĀRKERE
